"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"162",2020,"KENTUCKY","KY","ALLEN",21003,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7586,9363,20210622,"ELECTION DAY",81.0210402648724
"163",2000,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","AL GORE","DEMOCRAT",2338,3340,20191203,"TOTAL",70
"164",2004,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","JOHN KERRY","DEMOCRAT",2565,3591,20191203,"TOTAL",71.4285714285714
"165",2008,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3029,4024,20191203,"TOTAL",75.2733598409543
"166",2012,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3297,4163,20191203,"TOTAL",79.1976939706942
"167",2016,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",2735,3592,20191203,"TOTAL",76.141425389755
"168",2020,"SOUTH CAROLINA","SC","ALLENDALE",45005,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",1588,3593,20210622,"IN-PERSON ABSENTEE",44.1970498190927
"169",2000,"MICHIGAN","MI","ALPENA",26007,"PRESIDENT","AL GORE","DEMOCRAT",7053,14132,20191203,"TOTAL",49.9080101896405
"170",2004,"MICHIGAN","MI","ALPENA",26007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7665,15211,20191203,"TOTAL",50.3911642890014
"171",2008,"MICHIGAN","MI","ALPENA",26007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7705,15085,20191203,"TOTAL",51.0772290354657
"172",2012,"MICHIGAN","MI","ALPENA",26007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7298,14014,20191203,"TOTAL",52.0764949336378
"173",2016,"MICHIGAN","MI","ALPENA",26007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9090,14698,20191203,"TOTAL",61.8451489998639
"174",2020,"MICHIGAN","MI","ALPENA",26007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10686,16969,20210622,"TOTAL",62.9736578466616
"175",2000,"CALIFORNIA","CA","ALPINE",6003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",281,586,20191203,"TOTAL",47.9522184300341
"176",2004,"CALIFORNIA","CA","ALPINE",6003,"PRESIDENT","JOHN KERRY","DEMOCRAT",373,699,20191203,"TOTAL",53.3619456366238
"177",2008,"CALIFORNIA","CA","ALPINE",6003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",422,692,20191203,"TOTAL",60.9826589595376
"178",2012,"CALIFORNIA","CA","ALPINE",6003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",389,653,20191203,"TOTAL",59.5712098009188
"179",2016,"CALIFORNIA","CA","ALPINE",6003,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",334,602,20191203,"TOTAL",55.4817275747508
"180",2020,"CALIFORNIA","CA","ALPINE",6003,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",476,741,20210622,"TOTAL",64.2375168690958
"181",2000,"CALIFORNIA","CA","AMADOR",6005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8766,15464,20191203,"TOTAL",56.6864976720124
"182",2004,"CALIFORNIA","CA","AMADOR",6005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10479,16879,20191203,"TOTAL",62.0830617927602
"183",2008,"CALIFORNIA","CA","AMADOR",6005,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",10561,18810,20191203,"TOTAL",56.1456671982988
"184",2012,"CALIFORNIA","CA","AMADOR",6005,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10281,17649,20191203,"TOTAL",58.2525922148564
"185",2016,"CALIFORNIA","CA","AMADOR",6005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",10485,17734,20191203,"TOTAL",59.1237171534905
"186",2020,"CALIFORNIA","CA","AMADOR",6005,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13585,22304,20210622,"TOTAL",60.9083572453372
"187",2000,"VIRGINIA","VA","AMELIA",51007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2947,4788,20191203,"TOTAL",61.5497076023392
"188",2004,"VIRGINIA","VA","AMELIA",51007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3499,5397,20191203,"TOTAL",64.8323142486567
"189",2008,"VIRGINIA","VA","AMELIA",51007,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3970,6529,20191203,"TOTAL",60.8056363914841
"190",2012,"VIRGINIA","VA","AMELIA",51007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4331,6915,20191203,"TOTAL",62.6319595083153
"191",2016,"VIRGINIA","VA","AMELIA",51007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4708,7040,20191203,"TOTAL",66.875
"192",2020,"VIRGINIA","VA","AMELIA",51007,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2778,7894,20210622,"ELECTION DAY",35.1912845198885
"193",2000,"VIRGINIA","VA","AMHERST",51009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6660,11712,20191203,"TOTAL",56.8647540983607
"194",2004,"VIRGINIA","VA","AMHERST",51009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7758,12695,20191203,"TOTAL",61.1106734935014
"195",2008,"VIRGINIA","VA","AMHERST",51009,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",8470,14700,20191203,"TOTAL",57.6190476190476
"196",2012,"VIRGINIA","VA","AMHERST",51009,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8876,14970,20191203,"TOTAL",59.2919171676687
"197",2016,"VIRGINIA","VA","AMHERST",51009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9719,15396,20191203,"TOTAL",63.1267861782281
"198",2020,"VIRGINIA","VA","AMHERST",51009,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",6550,17005,20210622,"ELECTION DAY",38.5180829167892
"199",2000,"MISSISSIPPI","MS","AMITE",28005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3677,6408,20191203,"TOTAL",57.3813982521848
"200",2004,"MISSISSIPPI","MS","AMITE",28005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4106,7117,20191203,"TOTAL",57.6928481101588
"201",2008,"MISSISSIPPI","MS","AMITE",28005,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4245,7626,20191203,"TOTAL",55.6648308418568
"202",2012,"MISSISSIPPI","MS","AMITE",28005,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4414,7706,20191203,"TOTAL",57.2800415260836
"203",2016,"MISSISSIPPI","MS","AMITE",28005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4289,7050,20191203,"TOTAL",60.8368794326241
"204",2020,"MISSISSIPPI","MS","AMITE",28005,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4503,7196,20210622,"TOTAL",62.5764313507504
"205",2000,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9835,15080,20191203,"TOTAL",65.2188328912467
"206",2004,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11525,16301,20191203,"TOTAL",70.7011839764432
"207",2008,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",11884,16655,20191203,"TOTAL",71.3539477634344
"208",2012,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12262,16212,20191203,"TOTAL",75.6353318529484
"209",2016,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13201,16977,20191203,"TOTAL",77.7581433704424
"210",2020,"TEXAS","TX","ANDERSON",48001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15110,19227,20210622,"TOTAL",78.5874031310137
"211",2000,"MISSOURI","MO","ANDREW",29003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4257,7274,20191203,"TOTAL",58.5235083860324
"212",2004,"MISSOURI","MO","ANDREW",29003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5135,8266,20191203,"TOTAL",62.1219453181708
"213",2008,"MISSOURI","MO","ANDREW",29003,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5279,8790,20191203,"TOTAL",60.0568828213879
"214",2012,"MISSOURI","MO","ANDREW",29003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5457,8306,20191203,"TOTAL",65.6994943414399
"215",2016,"MISSOURI","MO","ANDREW",29003,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6665,9140,20191203,"TOTAL",72.9212253829322
"216",2020,"MISSOURI","MO","ANDREW",29003,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7255,9752,20210622,"TOTAL",74.3949958982773
"217",2000,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3091,4024,20191203,"TOTAL",76.8141153081511
"218",2004,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3837,4536,20191203,"TOTAL",84.5899470899471
"219",2008,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3816,4629,20191203,"TOTAL",82.4368114063513
"220",2012,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3639,4482,20191203,"TOTAL",81.1914323962517
"221",2016,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3927,4943,20191203,"TOTAL",79.4456807606716
"222",2020,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4943,5863,20210622,"TOTAL",84.308374552277
"223",2000,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","AL GORE","DEMOCRAT",26251,49245,20191203,"TOTAL",53.3069347141842
"224",2004,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","JOHN KERRY","DEMOCRAT",30345,55842,20191203,"TOTAL",54.3408187385839
"225",2008,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",31017,54850,20191203,"TOTAL",56.5487693710119
"226",2012,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",28989,52862,20191203,"TOTAL",54.8390147932352
"227",2016,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",28227,55601,20191203,"TOTAL",50.7670725346666
"228",2020,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",29268,59361,20210622,"TOTAL",49.3050993076262
"229",2000,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",16648,26974,20191203,"TOTAL",61.7186920738489
"230",2004,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",18932,28364,20191203,"TOTAL",66.7465801720491
"231",2008,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",19569,29153,20191203,"TOTAL",67.1251672212122
"232",2012,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","MITT ROMNEY","REPUBLICAN",20303,28406,20191203,"TOTAL",71.4743364078012
"233",2016,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","DONALD TRUMP","REPUBLICAN",21668,29911,20191203,"TOTAL",72.4415766774765
"234",2020,"TEXAS","TX","ANGELINA",48005,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",25076,34574,20210622,"TOTAL",72.5284896164748
"235",2000,"MARYLAND","MD","ANNE ARUNDEL",24003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",104209,200657,20191203,"TOTAL",51.9338971478692
"236",2004,"MARYLAND","MD","ANNE ARUNDEL",24003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",133231,239667,20191203,"TOTAL",55.5900478580697
"237",2008,"MARYLAND","MD","ANNE ARUNDEL",24003,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",129682,259619,20191203,"TOTAL",49.9508895727971
"238",2012,"MARYLAND","MD","ANNE ARUNDEL",24003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",126832,260155,20191203,"TOTAL",48.7524744863639
"239",2016,"MARYLAND","MD","ANNE ARUNDEL",24003,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",128419,270081,20191203,"TOTAL",47.5483280941643
"240",2020,"MARYLAND","MD","ANNE ARUNDEL",24003,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",68916,309617,20210622,"ABSENTEE",22.2584677197957
"241",2000,"MINNESOTA","MN","ANOKA",27003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",69256,145619,20191203,"TOTAL",47.5597277827756
"242",2004,"MINNESOTA","MN","ANOKA",27003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",91853,174066,20191203,"TOTAL",52.7690646076775
"243",2008,"MINNESOTA","MN","ANOKA",27003,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",91357,182224,20191203,"TOTAL",50.1344499078058
"244",2012,"MINNESOTA","MN","ANOKA",27003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",93430,186465,20191203,"TOTAL",50.1059180006972
"245",2016,"MINNESOTA","MN","ANOKA",27003,"PRESIDENT","DONALD TRUMP","REPUBLICAN",93339,185758,20191203,"TOTAL",50.2476340184541
"246",2020,"MINNESOTA","MN","ANOKA",27003,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",104902,211132,20210622,"TOTAL",49.6855048026827
"247",2000,"NORTH CAROLINA","NC","ANSON",37007,"PRESIDENT","AL GORE","DEMOCRAT",4792,7985,20191203,"TOTAL",60.0125234815279
"248",2004,"NORTH CAROLINA","NC","ANSON",37007,"PRESIDENT","JOHN KERRY","DEMOCRAT",5413,9225,20191203,"TOTAL",58.6775067750678
"249",2008,"NORTH CAROLINA","NC","ANSON",37007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6456,10733,20191203,"TOTAL",60.1509363644834
"250",2012,"NORTH CAROLINA","NC","ANSON",37007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7019,11256,20191203,"TOTAL",62.3578535891969
"251",2016,"NORTH CAROLINA","NC","ANSON",37007,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",5859,10545,20191203,"TOTAL",55.5618776671408
"252",2020,"NORTH CAROLINA","NC","ANSON",37007,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",4067,11194,20210622,"ONE STOP",36.3319635519028
"253",2000,"NEBRASKA","NE","ANTELOPE",31003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2562,3368,20191203,"TOTAL",76.0688836104513
"254",2004,"NEBRASKA","NE","ANTELOPE",31003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2761,3424,20191203,"TOTAL",80.6366822429907
"255",2008,"NEBRASKA","NE","ANTELOPE",31003,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2383,3185,20191203,"TOTAL",74.8194662480377
"256",2012,"NEBRASKA","NE","ANTELOPE",31003,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2596,3232,20191203,"TOTAL",80.3217821782178
"257",2016,"NEBRASKA","NE","ANTELOPE",31003,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2732,3281,20191203,"TOTAL",83.2672965559281
"258",2020,"NEBRASKA","NE","ANTELOPE",31003,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3093,3583,20210622,"TOTAL",86.3243092380687
"259",2000,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6780,11507,20191203,"TOTAL",58.9206569913965
"260",2004,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8379,13619,20191203,"TOTAL",61.5243409941993
"261",2008,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",7506,13852,20191203,"TOTAL",54.1871209933584
"262",2012,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","MITT ROMNEY","REPUBLICAN",7917,13195,20191203,"TOTAL",60
"263",2016,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8469,13582,20191203,"TOTAL",62.3545869533206
"264",2020,"MICHIGAN","MI","ANTRIM",26009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9748,15949,20210622,"TOTAL",61.1198194244153
"265",2000,"ARIZONA","AZ","APACHE",4001,"PRESIDENT","AL GORE","DEMOCRAT",13025,19456,20191203,"TOTAL",66.9459292763158
"266",2004,"ARIZONA","AZ","APACHE",4001,"PRESIDENT","JOHN KERRY","DEMOCRAT",15658,24198,20191203,"TOTAL",64.7078270931482
"267",2008,"ARIZONA","AZ","APACHE",4001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",15390,24262,20191203,"TOTAL",63.4325282334515
"268",2012,"ARIZONA","AZ","APACHE",4001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",17147,25848,20191203,"TOTAL",66.3378211080161
"269",2016,"ARIZONA","AZ","APACHE",4001,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",17083,27661,20191203,"TOTAL",61.7584324500199
"270",2020,"ARIZONA","AZ","APACHE",4001,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",16460,35172,20210622,"EARLY VOTE",46.7985897873308
"271",2000,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2992,5704,20191203,"TOTAL",52.4544179523142
"272",2004,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3340,6450,20191203,"TOTAL",51.7829457364341
"273",2008,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3086,6176,20191203,"TOTAL",49.9676165803109
"274",2012,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3161,6245,20191203,"TOTAL",50.6164931945556
"275",2016,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4033,6136,20191203,"TOTAL",65.7268578878748
"276",2020,"IOWA","IA","APPANOOSE",19007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2692,6516,20210622,"ELECTION DAY",41.3136893799877
"277",2000,"GEORGIA","GA","APPLING",13001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3940,6099,20191203,"TOTAL",64.6007542220036
"278",2004,"GEORGIA","GA","APPLING",13001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4494,6369,20191203,"TOTAL",70.5605275553462
"279",2008,"GEORGIA","GA","APPLING",13001,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5085,6996,20191203,"TOTAL",72.6843910806175
"280",2012,"GEORGIA","GA","APPLING",13001,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5233,7086,20191203,"TOTAL",73.849844764324
"281",2016,"GEORGIA","GA","APPLING",13001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5494,7012,20191203,"TOTAL",78.3513976041072
"282",2020,"GEORGIA","GA","APPLING",13001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3874,8341,20210622,"ADVANCED VOTING",46.4452703512768
"283",2000,"VIRGINIA","VA","APPOMATTOX",51011,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3654,5927,20191203,"TOTAL",61.6500759237388
"284",2004,"VIRGINIA","VA","APPOMATTOX",51011,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4366,6655,20191203,"TOTAL",65.6048084147258
"285",2008,"VIRGINIA","VA","APPOMATTOX",51011,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4903,7630,20191203,"TOTAL",64.259501965924
"286",2012,"VIRGINIA","VA","APPOMATTOX",51011,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5340,7935,20191203,"TOTAL",67.296786389414
"287",2016,"VIRGINIA","VA","APPOMATTOX",51011,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5715,8011,20191203,"TOTAL",71.3394083135688
"288",2020,"VIRGINIA","VA","APPOMATTOX",51011,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3700,9268,20210622,"ELECTION DAY",39.9223133362106
"289",2000,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5390,8247,20191203,"TOTAL",65.357099551352
"290",2004,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6569,9268,20191203,"TOTAL",70.8782908933966
"291",2008,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6693,9778,20191203,"TOTAL",68.4495806913479
"292",2012,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6830,9648,20191203,"TOTAL",70.7918739635158
"293",2016,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7740,10512,20191203,"TOTAL",73.6301369863014
"294",2020,"TEXAS","TX","ARANSAS",48007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9239,12290,20210622,"TOTAL",75.1749389747762
"295",2000,"COLORADO","CO","ARAPAHOE",8005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",97768,189942,20191203,"TOTAL",51.4725547798802
"296",2004,"COLORADO","CO","ARAPAHOE",8005,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",119475,232171,20191203,"TOTAL",51.4599153210349
"297",2008,"COLORADO","CO","ARAPAHOE",8005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",148218,266148,20191203,"TOTAL",55.6900671806664
"298",2012,"COLORADO","CO","ARAPAHOE",8005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",153905,285516,20191203,"TOTAL",53.9041594866838
"299",2016,"COLORADO","CO","ARAPAHOE",8005,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",159885,303046,20191203,"TOTAL",52.7593170673759
"300",2020,"COLORADO","CO","ARAPAHOE",8005,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",213607,350183,20210622,"TOTAL",60.998677834161
"301",2000,"TEXAS","TX","ARCHER",48009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2951,3997,20191203,"TOTAL",73.8303727795847
"302",2004,"TEXAS","TX","ARCHER",48009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3556,4451,20191203,"TOTAL",79.8921590653786
"303",2008,"TEXAS","TX","ARCHER",48009,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3595,4365,20191203,"TOTAL",82.3596792668958
"304",2012,"TEXAS","TX","ARCHER",48009,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3600,4164,20191203,"TOTAL",86.4553314121037
"305",2016,"TEXAS","TX","ARCHER",48009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3786,4283,20191203,"TOTAL",88.3959841232781
"306",2020,"TEXAS","TX","ARCHER",48009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4300,4796,20210622,"TOTAL",89.6580483736447
"307",2000,"COLORADO","CO","ARCHULETA",8007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2988,4758,20191203,"TOTAL",62.7994955863808
"308",2004,"COLORADO","CO","ARCHULETA",8007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3601,5839,20191203,"TOTAL",61.6715190957356
"309",2008,"COLORADO","CO","ARCHULETA",8007,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3638,6625,20191203,"TOTAL",54.9132075471698
"310",2012,"COLORADO","CO","ARCHULETA",8007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3872,6734,20191203,"TOTAL",57.4992574992575
"311",2016,"COLORADO","CO","ARCHULETA",8007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4264,7339,20191203,"TOTAL",58.1005586592179
"312",2020,"COLORADO","CO","ARCHULETA",8007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5189,9144,20210622,"TOTAL",56.7475940507437
"313",2000,"MICHIGAN","MI","ARENAC",26011,"PRESIDENT","AL GORE","DEMOCRAT",3685,7267,20191203,"TOTAL",50.7086830879317
"314",2004,"MICHIGAN","MI","ARENAC",26011,"PRESIDENT","JOHN KERRY","DEMOCRAT",4076,8216,20191203,"TOTAL",49.6105160662123
"315",2008,"MICHIGAN","MI","ARENAC",26011,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4155,8128,20191203,"TOTAL",51.1195866141732
"316",2012,"MICHIGAN","MI","ARENAC",26011,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4057,7841,20191203,"TOTAL",51.7408493814564
"317",2016,"MICHIGAN","MI","ARENAC",26011,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4950,7696,20191203,"TOTAL",64.3191268191268
"318",2020,"MICHIGAN","MI","ARENAC",26011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5928,8831,20210622,"TOTAL",67.1271656664024
"319",2000,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3353,6372,20191203,"TOTAL",52.6208411801632
"320",2004,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3789,6946,20191203,"TOTAL",54.5493809386697
"321",2008,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4185,6978,20191203,"TOTAL",59.9742046431642
"322",2012,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3897,6494,20191203,"TOTAL",60.0092392978134
"323",2016,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3826,6212,20191203,"TOTAL",61.5904700579524
"324",2020,"ARKANSAS","AR","ARKANSAS",5001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3658,6292,20210622,"EARLY VOTE",58.1373172282263
"325",2000,"VIRGINIA","VA","ARLINGTON",51013,"PRESIDENT","AL GORE","DEMOCRAT",50260,83559,20191203,"TOTAL",60.1491161933484
"326",2004,"VIRGINIA","VA","ARLINGTON",51013,"PRESIDENT","JOHN KERRY","DEMOCRAT",63987,94650,20191203,"TOTAL",67.6038034865293
"327",2008,"VIRGINIA","VA","ARLINGTON",51013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",78994,110153,20191203,"TOTAL",71.7129810354688
"328",2012,"VIRGINIA","VA","ARLINGTON",51013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",81269,117608,20191203,"TOTAL",69.1015917284539
"329",2016,"VIRGINIA","VA","ARLINGTON",51013,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",92016,121356,20191203,"TOTAL",75.8231978641353
"330",2020,"VIRGINIA","VA","ARLINGTON",51013,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",91963,130739,20210622,"ABSENTEE",70.3409082217242
"331",2000,"TEXAS","TX","ARMSTRONG",48011,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",772,938,20191203,"TOTAL",82.3027718550107
"332",2004,"TEXAS","TX","ARMSTRONG",48011,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",830,1004,20191203,"TOTAL",82.6693227091634
